Study ID,Study Name,Study Contact,Line ID,Line Name,Control,Strain,Carbon Source,Carbon Labeling,Line Experimenter,Line Contact,Protocol ID,Protocol Name,Assay ID,Assay Name,Measurement Type,Compartment,Measurement Updated,X Units,Y Units,27
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49639,c2b3_7-R1,F,TBD,,,,,1929,GC-MS,49833,c2b3_7-R1,dodecan-1-ol,,2018-03-15 16:46:53.649441+00:00,hours,g/L,0.64656
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49638,c2b3_5-R3,F,TBD,,,,,1929,GC-MS,49832,c2b3_5-R3,dodecan-1-ol,,2018-03-15 16:46:53.605168+00:00,hours,g/L,0.3857
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49656,c2b3_16-R3,F,TBD,,,,,1929,GC-MS,49850,c2b3_16-R3,dodecan-1-ol,,2018-03-15 16:46:54.248975+00:00,hours,g/L,0.00538
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49637,c2b3_5-R2,F,TBD,,,,,1929,GC-MS,49831,c2b3_5-R2,dodecan-1-ol,,2018-03-15 16:46:53.544111+00:00,hours,g/L,0.31103
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49636,c2b3_5-R1,F,TBD,,,,,1929,GC-MS,49830,c2b3_5-R1,dodecan-1-ol,,2018-03-15 16:46:53.515427+00:00,hours,g/L,0.27217
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49670,c2b3_22-R2,F,TBD,,,,,1929,GC-MS,49864,c2b3_22-R2,dodecan-1-ol,,2018-03-15 16:46:54.737270+00:00,hours,g/L,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49665,c2b3_20-R3,F,TBD,,,,,1929,GC-MS,49859,c2b3_20-R3,dodecan-1-ol,,2018-03-15 16:46:54.595007+00:00,hours,g/L,0.06716
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49655,c2b3_16-R2,F,TBD,,,,,1929,GC-MS,49849,c2b3_16-R2,dodecan-1-ol,,2018-03-15 16:46:54.218719+00:00,hours,g/L,0.00384
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49635,c1_tak32-R3,F,JBEI-17826,,,,,1929,GC-MS,49829,c1_tak32-R3,dodecan-1-ol,,2018-03-15 16:46:53.486531+00:00,hours,g/L,0.13764
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49634,c1_tak32-R2,F,JBEI-17826,,,,,1929,GC-MS,49828,c1_tak32-R2,dodecan-1-ol,,2018-03-15 16:46:53.457732+00:00,hours,g/L,0.15131
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49654,c2b3_16-R1,F,TBD,,,,,1929,GC-MS,49848,c2b3_16-R1,dodecan-1-ol,,2018-03-15 16:46:54.189220+00:00,hours,g/L,0.00735
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49633,c1_tak32-R1,F,JBEI-17826,,,,,1929,GC-MS,49827,c1_tak32-R1,dodecan-1-ol,,2018-03-15 16:46:53.421511+00:00,hours,g/L,0.15548
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49632,c1_tak11-R3,F,JBEI-17785,,,,,1929,GC-MS,49826,c1_tak11-R3,dodecan-1-ol,,2018-03-15 16:46:53.385910+00:00,hours,g/L,0.66785
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49664,c2b3_20-R2,F,TBD,,,,,1929,GC-MS,49858,c2b3_20-R2,dodecan-1-ol,,2018-03-15 16:46:54.566315+00:00,hours,g/L,0.06135
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49653,c2b3_15-R3,F,TBD,,,,,1929,GC-MS,49847,c2b3_15-R3,dodecan-1-ol,,2018-03-15 16:46:54.159766+00:00,hours,g/L,0.04472
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49631,c1_tak11-R2,F,JBEI-17785,,,,,1929,GC-MS,49825,c1_tak11-R2,dodecan-1-ol,,2018-03-15 16:46:53.351602+00:00,hours,g/L,0.61611
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49630,c1_tak11-R1,F,JBEI-17785,,,,,1929,GC-MS,49824,c1_tak11-R1,dodecan-1-ol,,2018-03-15 16:46:53.315660+00:00,hours,g/L,0.63266
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49652,c2b3_15-R2,F,TBD,,,,,1929,GC-MS,49846,c2b3_15-R2,dodecan-1-ol,,2018-03-15 16:46:54.130949+00:00,hours,g/L,0.05014
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49629,c2b3 9017-R3,F,JBEI-9017,,,,,1929,GC-MS,49823,c2b3 9017-R3,dodecan-1-ol,,2018-03-15 16:46:53.281472+00:00,hours,g/L,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49628,c2b3 9017-R2,F,JBEI-9017,,,,,1929,GC-MS,49822,c2b3 9017-R2,dodecan-1-ol,,2018-03-15 16:46:53.247681+00:00,hours,g/L,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49672,c2b3_23-R1,F,TBD,,,,,1929,GC-MS,49866,c2b3_23-R1,dodecan-1-ol,,2018-03-15 16:46:54.793779+00:00,hours,g/L,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49669,c2b3_22-R1,F,TBD,,,,,1929,GC-MS,49863,c2b3_22-R1,dodecan-1-ol,,2018-03-15 16:46:54.709047+00:00,hours,g/L,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49663,c2b3_20-R1,F,TBD,,,,,1929,GC-MS,49857,c2b3_20-R1,dodecan-1-ol,,2018-03-15 16:46:54.537180+00:00,hours,g/L,0.07021
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49651,c2b3_15-R1,F,TBD,,,,,1929,GC-MS,49845,c2b3_15-R1,dodecan-1-ol,,2018-03-15 16:46:54.100939+00:00,hours,g/L,0.04874
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49627,c2b3 9017-R1,F,JBEI-9017,,,,,1929,GC-MS,49821,c2b3 9017-R1,dodecan-1-ol,,2018-03-15 16:46:53.206438+00:00,hours,g/L,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49650,c2b3_11-R3,F,TBD,,,,,1929,GC-MS,49844,c2b3_11-R3,dodecan-1-ol,,2018-03-15 16:46:54.071705+00:00,hours,g/L,0.35072
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49662,c2b3_19-R3,F,TBD,,,,,1929,GC-MS,49856,c2b3_19-R3,dodecan-1-ol,,2018-03-15 16:46:54.490811+00:00,hours,g/L,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49649,c2b3_11-R2,F,TBD,,,,,1929,GC-MS,49843,c2b3_11-R2,dodecan-1-ol,,2018-03-15 16:46:54.042526+00:00,hours,g/L,0.33594
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49648,c2b3_11-R1,F,TBD,,,,,1929,GC-MS,49842,c2b3_11-R1,dodecan-1-ol,,2018-03-15 16:46:54.012553+00:00,hours,g/L,0.2757
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49668,c2b3_21-R3,F,TBD,,,,,1929,GC-MS,49862,c2b3_21-R3,dodecan-1-ol,,2018-03-15 16:46:54.681008+00:00,hours,g/L,0.01236
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49661,c2b3_19-R2,F,TBD,,,,,1929,GC-MS,49855,c2b3_19-R2,dodecan-1-ol,,2018-03-15 16:46:54.444748+00:00,hours,g/L,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49647,c2b3_10-R3,F,TBD,,,,,1929,GC-MS,49841,c2b3_10-R3,dodecan-1-ol,,2018-03-15 16:46:53.983265+00:00,hours,g/L,0.28445
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49646,c2b3_10-R2,F,TBD,,,,,1929,GC-MS,49840,c2b3_10-R2,dodecan-1-ol,,2018-03-15 16:46:53.943566+00:00,hours,g/L,0.30081
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49660,c2b3_19-R1,F,TBD,,,,,1929,GC-MS,49854,c2b3_19-R1,dodecan-1-ol,,2018-03-15 16:46:54.401185+00:00,hours,g/L,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49645,c2b3_10-R1,F,TBD,,,,,1929,GC-MS,49839,c2b3_10-R1,dodecan-1-ol,,2018-03-15 16:46:53.886111+00:00,hours,g/L,0.2839
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49644,c2b3_8-R3,F,TBD,,,,,1929,GC-MS,49838,c2b3_8-R3,dodecan-1-ol,,2018-03-15 16:46:53.844609+00:00,hours,g/L,0.10253
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49658,c2b3_17-R2,F,TBD,,,,,1941,Targeted Proteomics,49699,c2b3_17-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:03.369634+00:00,hours,,315
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49658,c2b3_17-R2,F,TBD,,,,,1941,Targeted Proteomics,49699,c2b3_17-R2,AHR_ECOLI,,2018-03-14 23:48:03.180804+00:00,hours,,7846
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49659,c2b3_17-R3,F,TBD,,,,,1941,Targeted Proteomics,49700,c2b3_17-R3,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:03.544759+00:00,hours,,446
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49659,c2b3_17-R3,F,TBD,,,,,1941,Targeted Proteomics,49700,c2b3_17-R3,AHR_ECOLI,,2018-03-14 23:48:03.398004+00:00,hours,,7846
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49660,c2b3_19-R1,F,TBD,,,,,1941,Targeted Proteomics,49701,c2b3_19-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:03.717976+00:00,hours,,1209
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49660,c2b3_19-R1,F,TBD,,,,,1941,Targeted Proteomics,49701,c2b3_19-R1,AHR_ECOLI,,2018-03-14 23:48:03.574119+00:00,hours,,7300
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49661,c2b3_19-R2,F,TBD,,,,,1941,Targeted Proteomics,49702,c2b3_19-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:03.882252+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49661,c2b3_19-R2,F,TBD,,,,,1941,Targeted Proteomics,49702,c2b3_19-R2,AHR_ECOLI,,2018-03-14 23:48:03.746012+00:00,hours,,6225
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49662,c2b3_19-R3,F,TBD,,,,,1941,Targeted Proteomics,49703,c2b3_19-R3,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:04.052723+00:00,hours,,1872
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49662,c2b3_19-R3,F,TBD,,,,,1941,Targeted Proteomics,49703,c2b3_19-R3,AHR_ECOLI,,2018-03-14 23:48:03.910759+00:00,hours,,6533
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49663,c2b3_20-R1,F,TBD,,,,,1941,Targeted Proteomics,49704,c2b3_20-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:04.226735+00:00,hours,,3005
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49663,c2b3_20-R1,F,TBD,,,,,1941,Targeted Proteomics,49704,c2b3_20-R1,AHR_ECOLI,,2018-03-14 23:48:04.081421+00:00,hours,,4434
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49664,c2b3_20-R2,F,TBD,,,,,1941,Targeted Proteomics,49705,c2b3_20-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:04.396263+00:00,hours,,2230
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49664,c2b3_20-R2,F,TBD,,,,,1941,Targeted Proteomics,49705,c2b3_20-R2,AHR_ECOLI,,2018-03-14 23:48:04.254772+00:00,hours,,5355
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49665,c2b3_20-R3,F,TBD,,,,,1941,Targeted Proteomics,49706,c2b3_20-R3,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:04.572674+00:00,hours,,312
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49665,c2b3_20-R3,F,TBD,,,,,1941,Targeted Proteomics,49706,c2b3_20-R3,AHR_ECOLI,,2018-03-14 23:48:04.424054+00:00,hours,,4287
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49666,c2b3_21-R1,F,TBD,,,,,1941,Targeted Proteomics,49707,c2b3_21-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:04.774320+00:00,hours,,435
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49666,c2b3_21-R1,F,TBD,,,,,1941,Targeted Proteomics,49707,c2b3_21-R1,AHR_ECOLI,,2018-03-14 23:48:04.601652+00:00,hours,,2324
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49667,c2b3_21-R2,F,TBD,,,,,1941,Targeted Proteomics,49708,c2b3_21-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:05.031861+00:00,hours,,657
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49634,c1_tak32-R2,F,JBEI-17826,,,,,1941,Targeted Proteomics,49681,c1_tak32-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:47:59.814730+00:00,hours,,2030
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49633,c1_tak32-R1,F,JBEI-17826,,,,,1941,Targeted Proteomics,49680,c1_tak32-R1,AHR_ECOLI,,2018-03-14 23:47:59.343234+00:00,hours,,5013
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49633,c1_tak32-R1,F,JBEI-17826,,,,,1941,Targeted Proteomics,49680,c1_tak32-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:47:59.543617+00:00,hours,,5047
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49632,c1_tak11-R3,F,JBEI-17785,,,,,1941,Targeted Proteomics,49679,c1_tak11-R3,AHR_ECOLI,,2018-03-14 23:47:59.153404+00:00,hours,,3012
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49632,c1_tak11-R3,F,JBEI-17785,,,,,1941,Targeted Proteomics,49679,c1_tak11-R3,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:47:59.295165+00:00,hours,,530792
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49631,c1_tak11-R2,F,JBEI-17785,,,,,1941,Targeted Proteomics,49678,c1_tak11-R2,AHR_ECOLI,,2018-03-14 23:47:58.978102+00:00,hours,,2090
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49631,c1_tak11-R2,F,JBEI-17785,,,,,1941,Targeted Proteomics,49678,c1_tak11-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:47:59.124406+00:00,hours,,516922
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49630,c1_tak11-R1,F,JBEI-17785,,,,,1941,Targeted Proteomics,49677,c1_tak11-R1,AHR_ECOLI,,2018-03-14 23:47:58.636494+00:00,hours,,1535
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49630,c1_tak11-R1,F,JBEI-17785,,,,,1941,Targeted Proteomics,49677,c1_tak11-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:47:58.949531+00:00,hours,,543544
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49629,c2b3 9017-R3,F,JBEI-9017,,,,,1941,Targeted Proteomics,49685,c2b3 9017-R3,AHR_ECOLI,,2018-03-14 23:48:00.360028+00:00,hours,,1978
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49629,c2b3 9017-R3,F,JBEI-9017,,,,,1941,Targeted Proteomics,49685,c2b3 9017-R3,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:00.544883+00:00,hours,,0
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49628,c2b3 9017-R2,F,JBEI-9017,,,,,1941,Targeted Proteomics,49684,c2b3 9017-R2,AHR_ECOLI,,2018-03-14 23:48:00.188257+00:00,hours,,2339
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49628,c2b3 9017-R2,F,JBEI-9017,,,,,1941,Targeted Proteomics,49684,c2b3 9017-R2,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:00.331275+00:00,hours,,1260
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49627,c2b3 9017-R1,F,JBEI-9017,,,,,1941,Targeted Proteomics,49683,c2b3 9017-R1,AHR_ECOLI,,2018-03-14 23:48:00.019003+00:00,hours,,1915
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49627,c2b3 9017-R1,F,JBEI-9017,,,,,1941,Targeted Proteomics,49683,c2b3 9017-R1,tr|A1U3L3|A1U3L3_MARHV,,2018-03-14 23:48:00.160055+00:00,hours,,1056
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49674,c2b3_23-R3,F,TBD,,,,,1941,Targeted Proteomics,49715,c2b3_23-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:06.356039+00:00,hours,,34253
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49673,c2b3_23-R2,F,TBD,,,,,1941,Targeted Proteomics,49714,c2b3_23-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:06.184002+00:00,hours,,32743
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49672,c2b3_23-R1,F,TBD,,,,,1941,Targeted Proteomics,49713,c2b3_23-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:05.983152+00:00,hours,,34034
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49671,c2b3_22-R3,F,TBD,,,,,1941,Targeted Proteomics,49712,c2b3_22-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:05.792663+00:00,hours,,36895
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49670,c2b3_22-R2,F,TBD,,,,,1941,Targeted Proteomics,49711,c2b3_22-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:05.537779+00:00,hours,,50924
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49669,c2b3_22-R1,F,TBD,,,,,1941,Targeted Proteomics,49710,c2b3_22-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:05.359319+00:00,hours,,48094
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49668,c2b3_21-R3,F,TBD,,,,,1941,Targeted Proteomics,49709,c2b3_21-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:05.189459+00:00,hours,,28093
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49667,c2b3_21-R2,F,TBD,,,,,1941,Targeted Proteomics,49708,c2b3_21-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:04.989347+00:00,hours,,24336
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49666,c2b3_21-R1,F,TBD,,,,,1941,Targeted Proteomics,49707,c2b3_21-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:04.728599+00:00,hours,,28448
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49665,c2b3_20-R3,F,TBD,,,,,1941,Targeted Proteomics,49706,c2b3_20-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:04.543787+00:00,hours,,371240
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49664,c2b3_20-R2,F,TBD,,,,,1941,Targeted Proteomics,49705,c2b3_20-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:04.367702+00:00,hours,,371748
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49663,c2b3_20-R1,F,TBD,,,,,1941,Targeted Proteomics,49704,c2b3_20-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:04.198618+00:00,hours,,389797
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49662,c2b3_19-R3,F,TBD,,,,,1941,Targeted Proteomics,49703,c2b3_19-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:04.024002+00:00,hours,,126356
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49661,c2b3_19-R2,F,TBD,,,,,1941,Targeted Proteomics,49702,c2b3_19-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:03.855429+00:00,hours,,131983
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49660,c2b3_19-R1,F,TBD,,,,,1941,Targeted Proteomics,49701,c2b3_19-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:03.689122+00:00,hours,,140726
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49659,c2b3_17-R3,F,TBD,,,,,1941,Targeted Proteomics,49700,c2b3_17-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:03.515839+00:00,hours,,163056
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49658,c2b3_17-R2,F,TBD,,,,,1941,Targeted Proteomics,49699,c2b3_17-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:03.340823+00:00,hours,,186287
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49657,c2b3_17-R1,F,TBD,,,,,1941,Targeted Proteomics,49698,c2b3_17-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:03.108116+00:00,hours,,160903
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49656,c2b3_16-R3,F,TBD,,,,,1941,Targeted Proteomics,49697,c2b3_16-R3,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:02.871961+00:00,hours,,132103
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49655,c2b3_16-R2,F,TBD,,,,,1941,Targeted Proteomics,49696,c2b3_16-R2,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:02.700906+00:00,hours,,135221
49580,Ajinomoto Cycle 2 Batch 3,PaulOpgenorth@lbl.gov,49654,c2b3_16-R1,F,TBD,,,,,1941,Targeted Proteomics,49695,c2b3_16-R1,tr|A1U2T0|A1U2T0_MARHV,,2018-03-14 23:48:02.529031+00:00,hours,,145263
