Study ID,Study Name,Study Contact,Line ID,Line Name,Control,Strain,Carbon Source,Carbon Labeling,Line Experimenter,Line Contact,Protocol ID,Protocol Name,Assay ID,Assay Name,Measurement Type,Compartment,Measurement Updated,X Units,Y Units,27.0
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50193,c2-b5-01_c2_1.0mMiptg-R2,F,TBD,,,,,1924,OD600,50505,c2-b5-01_c2_1.0mMiptg-R2,Optical Density,,2018-04-17 20:22:02.422803+00:00,hours,,5.63384
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50182,c2-b5-01_c2_0.5mMiptg-R3,F,TBD,,,,,1924,OD600,50494,c2-b5-01_c2_0.5mMiptg-R3,Optical Density,,2018-04-17 20:22:02.055728+00:00,hours,,5.21638
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50160,c2-b5-9017-R2,F,JBEI-9017,,,,,1924,OD600,50472,c2-b5-9017-R2,Optical Density,,2018-04-17 20:22:01.263144+00:00,hours,,5.83129
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50159,c2-b5-9017-R1,F,JBEI-9017,,,,,1924,OD600,50471,c2-b5-9017-R1,Optical Density,,2018-04-17 20:22:01.233194+00:00,hours,,5.90326
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50181,c2-b5-01_c2_0.5mMiptg-R2,F,TBD,,,,,1924,OD600,50493,c2-b5-01_c2_0.5mMiptg-R2,Optical Density,,2018-04-17 20:22:02.029328+00:00,hours,,5.03441
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50201,c2-b5-04_c2_1.0mMiptg-R1,F,TBD,,,,,1924,OD600,50513,c2-b5-04_c2_1.0mMiptg-R1,Optical Density,,2018-04-17 20:22:02.666144+00:00,hours,,5.26654
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50198,c2-b5-03_c2_1.0mMiptg-R1,F,TBD,,,,,1924,OD600,50510,c2-b5-03_c2_1.0mMiptg-R1,Optical Density,,2018-04-17 20:22:02.554751+00:00,hours,,4.97791
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50192,c2-b5-01_c2_1.0mMiptg-R1,F,TBD,,,,,1924,OD600,50504,c2-b5-01_c2_1.0mMiptg-R1,Optical Density,,2018-04-17 20:22:02.392944+00:00,hours,,5.64988
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50180,c2-b5-01_c2_0.5mMiptg-R1,F,TBD,,,,,1924,OD600,50492,c2-b5-01_c2_0.5mMiptg-R1,Optical Density,,2018-04-17 20:22:02.001062+00:00,hours,,5.2134
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50179,c2-b5-11_c1_0.5mMiptg-R3,F,JBEI-17785,,,,,1924,OD600,50491,c2-b5-11_c1_0.5mMiptg-R3,Optical Density,,2018-04-17 20:22:01.967170+00:00,hours,,5.7129
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50191,c2-b5-04_c2_0.5mMiptg-R3,F,TBD,,,,,1924,OD600,50503,c2-b5-04_c2_0.5mMiptg-R3,Optical Density,,2018-04-17 20:22:02.363437+00:00,hours,,5.43378
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50178,c2-b5-11_c1_0.5mMiptg-R2,F,JBEI-17785,,,,,1924,OD600,50490,c2-b5-11_c1_0.5mMiptg-R2,Optical Density,,2018-04-17 20:22:01.935579+00:00,hours,,5.62881
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50177,c2-b5-11_c1_0.5mMiptg-R1,F,JBEI-17785,,,,,1924,OD600,50489,c2-b5-11_c1_0.5mMiptg-R1,Optical Density,,2018-04-17 20:22:01.900817+00:00,hours,,5.72054
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50197,c2-b5-02_c2_1.0mMiptg-R3,F,TBD,,,,,1924,OD600,50509,c2-b5-02_c2_1.0mMiptg-R3,Optical Density,,2018-04-17 20:22:02.529311+00:00,hours,,5.43882
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50190,c2-b5-04_c2_0.5mMiptg-R2,F,TBD,,,,,1924,OD600,50502,c2-b5-04_c2_0.5mMiptg-R2,Optical Density,,2018-04-17 20:22:02.332906+00:00,hours,,5.2382
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50176,c2-b5-18_c2-R3,F,TBD,,,,,1924,OD600,50488,c2-b5-18_c2-R3,Optical Density,,2018-04-17 20:22:01.866869+00:00,hours,,3.08303
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50175,c2-b5-18_c2-R2,F,TBD,,,,,1924,OD600,50487,c2-b5-18_c2-R2,Optical Density,,2018-04-17 20:22:01.829260+00:00,hours,,2.98029
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50189,c2-b5-04_c2_0.5mMiptg-R1,F,TBD,,,,,1924,OD600,50501,c2-b5-04_c2_0.5mMiptg-R1,Optical Density,,2018-04-17 20:22:02.295381+00:00,hours,,5.17052
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50174,c2-b5-18_c2-R1,F,TBD,,,,,1924,OD600,50486,c2-b5-18_c2-R1,Optical Density,,2018-04-17 20:22:01.796993+00:00,hours,,3.22324
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50173,c2-b5-09_c2-R3,F,TBD,,,,,1924,OD600,50485,c2-b5-09_c2-R3,Optical Density,,2018-04-17 20:22:01.762051+00:00,hours,,4.41148
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50199,c2-b5-03_c2_1.0mMiptg-R2,F,TBD,,,,,1929,GC-MS,50244,c2-b5-03_c2_1.0mMiptg-R2,hexadecan-1-ol,,2018-04-13 01:20:36.722328+00:00,hours,g/L,0.06192
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50183,c2-b5-02_c2_0.5mMiptg-R1,F,TBD,,,,,1929,GC-MS,50228,c2-b5-02_c2_0.5mMiptg-R1,hexadecan-1-ol,,2018-04-13 01:20:35.483711+00:00,hours,g/L,0.0628
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50183,c2-b5-02_c2_0.5mMiptg-R1,F,TBD,,,,,1929,GC-MS,50228,c2-b5-02_c2_0.5mMiptg-R1,octadecan-1-ol,,2018-04-13 01:20:35.508567+00:00,hours,g/L,0.09987
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50199,c2-b5-03_c2_1.0mMiptg-R2,F,TBD,,,,,1929,GC-MS,50244,c2-b5-03_c2_1.0mMiptg-R2,octadecan-1-ol,,2018-04-13 01:20:36.748262+00:00,hours,g/L,0.09943
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50182,c2-b5-01_c2_0.5mMiptg-R3,F,TBD,,,,,1929,GC-MS,50227,c2-b5-01_c2_0.5mMiptg-R3,dodecan-1-ol,,2018-04-06 22:56:06.677420+00:00,hours,g/L,0.27344
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50182,c2-b5-01_c2_0.5mMiptg-R3,F,TBD,,,,,1929,GC-MS,50227,c2-b5-01_c2_0.5mMiptg-R3,tetradecan-1-ol,,2018-04-13 01:20:35.382394+00:00,hours,g/L,0.01916
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50198,c2-b5-03_c2_1.0mMiptg-R1,F,TBD,,,,,1929,GC-MS,50243,c2-b5-03_c2_1.0mMiptg-R1,dodecan-1-ol,,2018-04-06 22:56:07.265890+00:00,hours,g/L,0.0
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50182,c2-b5-01_c2_0.5mMiptg-R3,F,TBD,,,,,1929,GC-MS,50227,c2-b5-01_c2_0.5mMiptg-R3,hexadecan-1-ol,,2018-04-13 01:20:35.407458+00:00,hours,g/L,0.05008
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50182,c2-b5-01_c2_0.5mMiptg-R3,F,TBD,,,,,1929,GC-MS,50227,c2-b5-01_c2_0.5mMiptg-R3,octadecan-1-ol,,2018-04-13 01:20:35.432910+00:00,hours,g/L,0.09968
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50198,c2-b5-03_c2_1.0mMiptg-R1,F,TBD,,,,,1929,GC-MS,50243,c2-b5-03_c2_1.0mMiptg-R1,tetradecan-1-ol,,2018-04-13 01:20:36.620355+00:00,hours,g/L,0.00757
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50181,c2-b5-01_c2_0.5mMiptg-R2,F,TBD,,,,,1929,GC-MS,50226,c2-b5-01_c2_0.5mMiptg-R2,dodecan-1-ol,,2018-04-06 22:56:06.632052+00:00,hours,g/L,0.28538
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50181,c2-b5-01_c2_0.5mMiptg-R2,F,TBD,,,,,1929,GC-MS,50226,c2-b5-01_c2_0.5mMiptg-R2,tetradecan-1-ol,,2018-04-13 01:20:35.305551+00:00,hours,g/L,0.02072
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50198,c2-b5-03_c2_1.0mMiptg-R1,F,TBD,,,,,1929,GC-MS,50243,c2-b5-03_c2_1.0mMiptg-R1,hexadecan-1-ol,,2018-04-13 01:20:36.645962+00:00,hours,g/L,0.05985
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50181,c2-b5-01_c2_0.5mMiptg-R2,F,TBD,,,,,1929,GC-MS,50226,c2-b5-01_c2_0.5mMiptg-R2,hexadecan-1-ol,,2018-04-13 01:20:35.330858+00:00,hours,g/L,0.05151
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50181,c2-b5-01_c2_0.5mMiptg-R2,F,TBD,,,,,1929,GC-MS,50226,c2-b5-01_c2_0.5mMiptg-R2,octadecan-1-ol,,2018-04-13 01:20:35.356708+00:00,hours,g/L,0.10024
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50198,c2-b5-03_c2_1.0mMiptg-R1,F,TBD,,,,,1929,GC-MS,50243,c2-b5-03_c2_1.0mMiptg-R1,octadecan-1-ol,,2018-04-13 01:20:36.670915+00:00,hours,g/L,0.09831
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50180,c2-b5-01_c2_0.5mMiptg-R1,F,TBD,,,,,1929,GC-MS,50225,c2-b5-01_c2_0.5mMiptg-R1,dodecan-1-ol,,2018-04-06 22:56:06.580389+00:00,hours,g/L,0.27883
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50180,c2-b5-01_c2_0.5mMiptg-R1,F,TBD,,,,,1929,GC-MS,50225,c2-b5-01_c2_0.5mMiptg-R1,tetradecan-1-ol,,2018-04-13 01:20:35.229646+00:00,hours,g/L,0.01754
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50197,c2-b5-02_c2_1.0mMiptg-R3,F,TBD,,,,,1929,GC-MS,50242,c2-b5-02_c2_1.0mMiptg-R3,dodecan-1-ol,,2018-04-06 22:56:07.231884+00:00,hours,g/L,0.00579
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50180,c2-b5-01_c2_0.5mMiptg-R1,F,TBD,,,,,1929,GC-MS,50225,c2-b5-01_c2_0.5mMiptg-R1,hexadecan-1-ol,,2018-04-13 01:20:35.254197+00:00,hours,g/L,0.04932
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50180,c2-b5-01_c2_0.5mMiptg-R1,F,TBD,,,,,1929,GC-MS,50225,c2-b5-01_c2_0.5mMiptg-R1,octadecan-1-ol,,2018-04-13 01:20:35.280117+00:00,hours,g/L,0.09944
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50197,c2-b5-02_c2_1.0mMiptg-R3,F,TBD,,,,,1929,GC-MS,50242,c2-b5-02_c2_1.0mMiptg-R3,tetradecan-1-ol,,2018-04-13 01:20:36.525890+00:00,hours,g/L,0.00933
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50179,c2-b5-11_c1_0.5mMiptg-R3,F,JBEI-17785,,,,,1929,GC-MS,50224,c2-b5-11_c1_0.5mMiptg-R3,dodecan-1-ol,,2018-04-06 22:56:06.539588+00:00,hours,g/L,0.64032
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50179,c2-b5-11_c1_0.5mMiptg-R3,F,JBEI-17785,,,,,1929,GC-MS,50224,c2-b5-11_c1_0.5mMiptg-R3,tetradecan-1-ol,,2018-04-13 01:20:35.153461+00:00,hours,g/L,0.03403
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50197,c2-b5-02_c2_1.0mMiptg-R3,F,TBD,,,,,1929,GC-MS,50242,c2-b5-02_c2_1.0mMiptg-R3,hexadecan-1-ol,,2018-04-13 01:20:36.550423+00:00,hours,g/L,0.06265
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50179,c2-b5-11_c1_0.5mMiptg-R3,F,JBEI-17785,,,,,1929,GC-MS,50224,c2-b5-11_c1_0.5mMiptg-R3,hexadecan-1-ol,,2018-04-13 01:20:35.178737+00:00,hours,g/L,0.05021
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50179,c2-b5-11_c1_0.5mMiptg-R3,F,JBEI-17785,,,,,1929,GC-MS,50224,c2-b5-11_c1_0.5mMiptg-R3,octadecan-1-ol,,2018-04-13 01:20:35.203910+00:00,hours,g/L,0.10504
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50197,c2-b5-02_c2_1.0mMiptg-R3,F,TBD,,,,,1929,GC-MS,50242,c2-b5-02_c2_1.0mMiptg-R3,octadecan-1-ol,,2018-04-13 01:20:36.593617+00:00,hours,g/L,0.09858
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50178,c2-b5-11_c1_0.5mMiptg-R2,F,JBEI-17785,,,,,1929,GC-MS,50223,c2-b5-11_c1_0.5mMiptg-R2,dodecan-1-ol,,2018-04-06 22:56:06.500999+00:00,hours,g/L,0.66226
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50178,c2-b5-11_c1_0.5mMiptg-R2,F,JBEI-17785,,,,,1929,GC-MS,50223,c2-b5-11_c1_0.5mMiptg-R2,tetradecan-1-ol,,2018-04-13 01:20:35.055361+00:00,hours,g/L,0.04097
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50196,c2-b5-02_c2_1.0mMiptg-R2,F,TBD,,,,,1929,GC-MS,50241,c2-b5-02_c2_1.0mMiptg-R2,dodecan-1-ol,,2018-04-06 22:56:07.195855+00:00,hours,g/L,0.0
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50178,c2-b5-11_c1_0.5mMiptg-R2,F,JBEI-17785,,,,,1929,GC-MS,50223,c2-b5-11_c1_0.5mMiptg-R2,hexadecan-1-ol,,2018-04-13 01:20:35.098017+00:00,hours,g/L,0.05041
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50178,c2-b5-11_c1_0.5mMiptg-R2,F,JBEI-17785,,,,,1929,GC-MS,50223,c2-b5-11_c1_0.5mMiptg-R2,octadecan-1-ol,,2018-04-13 01:20:35.128555+00:00,hours,g/L,0.10677
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50196,c2-b5-02_c2_1.0mMiptg-R2,F,TBD,,,,,1929,GC-MS,50241,c2-b5-02_c2_1.0mMiptg-R2,tetradecan-1-ol,,2018-04-13 01:20:36.448397+00:00,hours,g/L,0.009
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50177,c2-b5-11_c1_0.5mMiptg-R1,F,JBEI-17785,,,,,1929,GC-MS,50222,c2-b5-11_c1_0.5mMiptg-R1,dodecan-1-ol,,2018-04-06 22:56:06.467748+00:00,hours,g/L,0.65291
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50177,c2-b5-11_c1_0.5mMiptg-R1,F,JBEI-17785,,,,,1929,GC-MS,50222,c2-b5-11_c1_0.5mMiptg-R1,tetradecan-1-ol,,2018-04-13 01:20:34.943202+00:00,hours,g/L,0.03692
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50196,c2-b5-02_c2_1.0mMiptg-R2,F,TBD,,,,,1929,GC-MS,50241,c2-b5-02_c2_1.0mMiptg-R2,hexadecan-1-ol,,2018-04-13 01:20:36.474635+00:00,hours,g/L,0.06254
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50177,c2-b5-11_c1_0.5mMiptg-R1,F,JBEI-17785,,,,,1929,GC-MS,50222,c2-b5-11_c1_0.5mMiptg-R1,hexadecan-1-ol,,2018-04-13 01:20:34.974842+00:00,hours,g/L,0.04964
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50177,c2-b5-11_c1_0.5mMiptg-R1,F,JBEI-17785,,,,,1929,GC-MS,50222,c2-b5-11_c1_0.5mMiptg-R1,octadecan-1-ol,,2018-04-13 01:20:35.018839+00:00,hours,g/L,0.10754
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50196,c2-b5-02_c2_1.0mMiptg-R2,F,TBD,,,,,1929,GC-MS,50241,c2-b5-02_c2_1.0mMiptg-R2,octadecan-1-ol,,2018-04-13 01:20:36.500549+00:00,hours,g/L,0.09848
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50176,c2-b5-18_c2-R3,F,TBD,,,,,1929,GC-MS,50221,c2-b5-18_c2-R3,dodecan-1-ol,,2018-04-06 22:56:06.431447+00:00,hours,g/L,0.01207
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50176,c2-b5-18_c2-R3,F,TBD,,,,,1929,GC-MS,50221,c2-b5-18_c2-R3,tetradecan-1-ol,,2018-04-13 01:20:34.830943+00:00,hours,g/L,0.09889
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50195,c2-b5-02_c2_1.0mMiptg-R1,F,TBD,,,,,1929,GC-MS,50240,c2-b5-02_c2_1.0mMiptg-R1,dodecan-1-ol,,2018-04-06 22:56:07.159761+00:00,hours,g/L,0.0
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50176,c2-b5-18_c2-R3,F,TBD,,,,,1929,GC-MS,50221,c2-b5-18_c2-R3,hexadecan-1-ol,,2018-04-13 01:20:34.869432+00:00,hours,g/L,0.18738
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50176,c2-b5-18_c2-R3,F,TBD,,,,,1929,GC-MS,50221,c2-b5-18_c2-R3,octadecan-1-ol,,2018-04-13 01:20:34.904914+00:00,hours,g/L,0.1838
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50195,c2-b5-02_c2_1.0mMiptg-R1,F,TBD,,,,,1929,GC-MS,50240,c2-b5-02_c2_1.0mMiptg-R1,octadecan-1-ol,,2018-04-13 01:20:36.422649+00:00,hours,g/L,0.09871
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50175,c2-b5-18_c2-R2,F,TBD,,,,,1929,GC-MS,50220,c2-b5-18_c2-R2,dodecan-1-ol,,2018-04-06 22:56:06.395770+00:00,hours,g/L,0.01411
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50175,c2-b5-18_c2-R2,F,TBD,,,,,1929,GC-MS,50220,c2-b5-18_c2-R2,tetradecan-1-ol,,2018-04-13 01:20:34.728175+00:00,hours,g/L,0.04352
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50195,c2-b5-02_c2_1.0mMiptg-R1,F,TBD,,,,,1929,GC-MS,50240,c2-b5-02_c2_1.0mMiptg-R1,tetradecan-1-ol,,2018-04-13 01:20:36.372056+00:00,hours,g/L,0.00822
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50175,c2-b5-18_c2-R2,F,TBD,,,,,1929,GC-MS,50220,c2-b5-18_c2-R2,hexadecan-1-ol,,2018-04-13 01:20:34.762090+00:00,hours,g/L,0.12519
50155,ajinomoto cycle 2 batch 5,PaulOpgenorth@lbl.gov,50175,c2-b5-18_c2-R2,F,TBD,,,,,1929,GC-MS,50220,c2-b5-18_c2-R2,octadecan-1-ol,,2018-04-13 01:20:34.799816+00:00,hours,g/L,0.15155
