Study ID,Study Name,Study Contact,Line ID,Line Name,Control,Strain,Carbon Source,Carbon Labeling,Line Experimenter,Line Contact,Protocol ID,Protocol Name,Assay ID,Assay Name,Measurement Type,Compartment,Measurement Updated,X Units,Y Units,0.0,27.0
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47088,b1-04-2,F,JBEI-17790,2% Glucose,100% unlabeled,,,1929,GC-MS,47448,b1-04-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:01.453301+00:00,hours,g/L,,0.46912
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47085,b1-02-1,F,JBEI-17789,2% Glucose,100% unlabeled,,,1929,GC-MS,47445,b1-02-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.081220+00:00,hours,g/L,,0.05791
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47086,b1-02-2,F,JBEI-17789,2% Glucose,100% unlabeled,,,1929,GC-MS,47446,b1-02-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:01.189114+00:00,hours,g/L,,0.4625
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47089,b1-08-1,F,JBEI-17791,2% Glucose,100% unlabeled,,,1929,GC-MS,47449,b1-08-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:01.623246+00:00,hours,g/L,,0.07286
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47087,b1-04-1,F,JBEI-17790,2% Glucose,100% unlabeled,,,1929,GC-MS,47447,b1-04-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:01.354106+00:00,hours,g/L,,0.46831
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47087,b1-04-1,F,JBEI-17790,2% Glucose,100% unlabeled,,,1929,GC-MS,47447,b1-04-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:01.428539+00:00,hours,g/L,,0.06906
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47091,b1-09-1,F,JBEI-17792,2% Glucose,100% unlabeled,,,1929,GC-MS,47451,b1-09-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:01.770478+00:00,hours,g/L,,0.47953
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47086,b1-02-2,F,JBEI-17789,2% Glucose,100% unlabeled,,,1929,GC-MS,47446,b1-02-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:01.304118+00:00,hours,g/L,,0.06489
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47089,b1-08-1,F,JBEI-17791,2% Glucose,100% unlabeled,,,1929,GC-MS,47449,b1-08-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:01.548972+00:00,hours,g/L,,0.77272
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47087,b1-04-1,F,JBEI-17790,2% Glucose,100% unlabeled,,,1929,GC-MS,47447,b1-04-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.380416+00:00,hours,g/L,,0.03705
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47090,b1-08-2,F,JBEI-17791,2% Glucose,100% unlabeled,,,1929,GC-MS,47450,b1-08-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:01.647481+00:00,hours,g/L,,0.78618
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47089,b1-08-1,F,JBEI-17791,2% Glucose,100% unlabeled,,,1929,GC-MS,47449,b1-08-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.573274+00:00,hours,g/L,,0.06881
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47099,b1-16-1,F,JBEI-17806,2% Glucose,100% unlabeled,,,1929,GC-MS,47459,b1-16-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:02.720455+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47088,b1-04-2,F,JBEI-17790,2% Glucose,100% unlabeled,,,1929,GC-MS,47448,b1-04-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.476873+00:00,hours,g/L,,0.04123
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,1929,GC-MS,47460,b1-16-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:02.818214+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47088,b1-04-2,F,JBEI-17790,2% Glucose,100% unlabeled,,,1929,GC-MS,47448,b1-04-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:01.524360+00:00,hours,g/L,,0.06909
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47098,b1-15-2,F,JBEI-17787,2% Glucose,100% unlabeled,,,1929,GC-MS,47458,b-1-15-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:02.612362+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47097,b1-15-1,F,JBEI-17787,2% Glucose,100% unlabeled,,,1929,GC-MS,47457,b-1-15-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.576125+00:00,hours,g/L,,0.10969
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47108,b2-11-2,F,JBEI-17785,2% Glucose,100% unlabeled,,,1929,GC-MS,47468,b2-11-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:03.559111+00:00,hours,g/L,,0.6829
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47093,b1-11-1,F,JBEI-17785,2% Glucose,100% unlabeled,,,1929,GC-MS,47453,b1-11-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.160051+00:00,hours,g/L,,0.08272
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47116,b2-26-1,F,JBEI-17805,2% Glucose,100% unlabeled,,,1929,GC-MS,47476,b2-26-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:04.399380+00:00,hours,g/L,,0.07135
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47091,b1-09-1,F,JBEI-17792,2% Glucose,100% unlabeled,,,1929,GC-MS,47451,b1-09-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:01.873610+00:00,hours,g/L,,0.05746
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47131,b2-31-1,F,JBEI-17820,2% Glucose,100% unlabeled,,,1929,GC-MS,47491,b2-31-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:05.719309+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47090,b1-08-2,F,JBEI-17791,2% Glucose,100% unlabeled,,,1929,GC-MS,47450,b1-08-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:01.740580+00:00,hours,g/L,,0.07374
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47147,b2-36-2,F,JBEI-17812,2% Glucose,100% unlabeled,,,1929,GC-MS,47507,b2-36-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:07.607093+00:00,hours,g/L,,0.01181
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47091,b1-09-1,F,JBEI-17792,2% Glucose,100% unlabeled,,,1929,GC-MS,47451,b1-09-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.801324+00:00,hours,g/L,,0.05314
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47161,b3-06-1,F,JBEI-17801,2% Glucose,100% unlabeled,,,1929,GC-MS,47521,b3-06-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.030358+00:00,hours,g/L,,0.08332
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47093,b1-11-1,F,JBEI-17785,2% Glucose,100% unlabeled,,,1929,GC-MS,47453,b1-11-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.090425+00:00,hours,g/L,,0.05492
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47160,b3-05-3,F,JBEI-17802,2% Glucose,100% unlabeled,,,1929,GC-MS,47520,b3-05-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:08.911305+00:00,hours,g/L,,0.55245
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47092,b1-09-2,F,JBEI-17792,2% Glucose,100% unlabeled,,,1929,GC-MS,47452,b1-09-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:01.945071+00:00,hours,g/L,,0.05477
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47159,b3-05-2,F,JBEI-17802,2% Glucose,100% unlabeled,,,1929,GC-MS,47519,b3-05-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:08.790366+00:00,hours,g/L,,0.53505
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47092,b1-09-2,F,JBEI-17792,2% Glucose,100% unlabeled,,,1929,GC-MS,47452,b1-09-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.016319+00:00,hours,g/L,,0.0568
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47157,b3-03-3,F,JBEI-17794,2% Glucose,100% unlabeled,,,1929,GC-MS,47517,b3-03-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:08.542163+00:00,hours,g/L,,0.16928
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47097,b1-15-1,F,JBEI-17787,2% Glucose,100% unlabeled,,,1929,GC-MS,47457,b-1-15-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.502886+00:00,hours,g/L,,0.00573
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47192,b3-02-2,F,JBEI-17789,2% Glucose,100% unlabeled,,,1929,GC-MS,47552,b3-02-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:12.109008+00:00,hours,g/L,,0.63347
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47095,b1-12-1,F,JBEI-17786,2% Glucose,100% unlabeled,,,1929,GC-MS,47455,b1-12-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.302244+00:00,hours,g/L,,0.01551
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47176,b3-18-1,F,JBEI-17804,2% Glucose,100% unlabeled,,,1929,GC-MS,47536,b3-18-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.537735+00:00,hours,g/L,,0.15592
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47094,b1-11-2,F,JBEI-17785,2% Glucose,100% unlabeled,,,1929,GC-MS,47454,b1-11-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.209229+00:00,hours,g/L,,0.06059
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47168,b3-10-2,F,JBEI-17798,2% Glucose,100% unlabeled,,,1929,GC-MS,47528,b3-10-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.747323+00:00,hours,g/L,,0.64773
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47094,b1-11-2,F,JBEI-17785,2% Glucose,100% unlabeled,,,1929,GC-MS,47454,b1-11-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.257560+00:00,hours,g/L,,0.08511
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47164,b3-07-1,F,JBEI-17799,2% Glucose,100% unlabeled,,,1929,GC-MS,47524,b3-07-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.286422+00:00,hours,g/L,,0.53316
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47096,b1-12-2,F,JBEI-17786,2% Glucose,100% unlabeled,,,1929,GC-MS,47456,b1-12-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.443795+00:00,hours,g/L,,0.05348
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47162,b3-06-2,F,JBEI-17801,2% Glucose,100% unlabeled,,,1929,GC-MS,47522,b3-06-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.119960+00:00,hours,g/L,,0.07902
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47095,b1-12-1,F,JBEI-17786,2% Glucose,100% unlabeled,,,1929,GC-MS,47455,b1-12-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.349530+00:00,hours,g/L,,0.05344
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47163,b3-06-3,F,JBEI-17801,2% Glucose,100% unlabeled,,,1929,GC-MS,47523,b3-06-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.203763+00:00,hours,g/L,,0.0818
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47096,b1-12-2,F,JBEI-17786,2% Glucose,100% unlabeled,,,1929,GC-MS,47456,b1-12-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.396992+00:00,hours,g/L,,0.01555
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47167,b3-10-1,F,JBEI-17798,2% Glucose,100% unlabeled,,,1929,GC-MS,47527,b3-10-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.630834+00:00,hours,g/L,,0.63755
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47114,b2-25-2,F,JBEI-17808,2% Glucose,100% unlabeled,,,1929,GC-MS,47474,b2-25-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:04.205588+00:00,hours,g/L,,0.00544
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47165,b3-07-2,F,JBEI-17799,2% Glucose,100% unlabeled,,,1929,GC-MS,47525,b3-07-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.398007+00:00,hours,g/L,,0.57466
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47104,b1-9017-2,F,JBEI-9017,2% Glucose,100% unlabeled,,,1929,GC-MS,47466,b1-9017-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:03.306974+00:00,hours,g/L,,0.37057
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47166,b3-07-3,F,JBEI-17799,2% Glucose,100% unlabeled,,,1929,GC-MS,47526,b3-07-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.508879+00:00,hours,g/L,,0.57237
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,1929,GC-MS,47461,b1-22-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.982476+00:00,hours,g/L,,0.05509
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47175,b3-16-3,F,JBEI-17806,2% Glucose,100% unlabeled,,,1929,GC-MS,47535,b3-16-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.439923+00:00,hours,g/L,,0.02242
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47099,b1-16-1,F,JBEI-17806,2% Glucose,100% unlabeled,,,1929,GC-MS,47459,b1-16-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.794167+00:00,hours,g/L,,0.21613
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47171,b3-13-2,F,JBEI-17807,2% Glucose,100% unlabeled,,,1929,GC-MS,47531,b3-13-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.049181+00:00,hours,g/L,,0.02529
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47098,b1-15-2,F,JBEI-17787,2% Glucose,100% unlabeled,,,1929,GC-MS,47458,b-1-15-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.696498+00:00,hours,g/L,,0.26874
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47169,b3-10-3,F,JBEI-17798,2% Glucose,100% unlabeled,,,1929,GC-MS,47529,b3-10-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.855571+00:00,hours,g/L,,0.65566
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47099,b1-16-1,F,JBEI-17806,2% Glucose,100% unlabeled,,,1929,GC-MS,47459,b1-16-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.744861+00:00,hours,g/L,,0.00357
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47170,b3-13-1,F,JBEI-17807,2% Glucose,100% unlabeled,,,1929,GC-MS,47530,b3-13-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:09.953236+00:00,hours,g/L,,0.02808
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47101,b1-22-1,F,JBEI-17810,2% Glucose,100% unlabeled,,,1929,GC-MS,47461,b1-22-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.935634+00:00,hours,g/L,,0.00457
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47174,b3-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,1929,GC-MS,47534,b3-16-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.345944+00:00,hours,g/L,,0.02127
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,1929,GC-MS,47460,b1-16-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:02.842121+00:00,hours,g/L,,0.0018
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47172,b3-13-3,F,JBEI-17807,2% Glucose,100% unlabeled,,,1929,GC-MS,47532,b3-13-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.148071+00:00,hours,g/L,,0.02469
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47100,b1-16-2,F,JBEI-17806,2% Glucose,100% unlabeled,,,1929,GC-MS,47460,b1-16-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:02.888960+00:00,hours,g/L,,0.12608
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47173,b3-16-1,F,JBEI-17806,2% Glucose,100% unlabeled,,,1929,GC-MS,47533,b3-16-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.248899+00:00,hours,g/L,,0.02176
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,1929,GC-MS,47465,b1-9017-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:03.267379+00:00,hours,g/L,,0.35268
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47191,b3-02-1,F,JBEI-17789,2% Glucose,100% unlabeled,,,1929,GC-MS,47551,b3-02-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:12.013041+00:00,hours,g/L,,0.63397
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47105,b1-rfp-1,F,,2% Glucose,100% unlabeled,,,1929,GC-MS,47463,b1-rfp-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:03.102334+00:00,hours,g/L,,0.0
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47183,b3-23-2,F,JBEI-17824,2% Glucose,100% unlabeled,,,1929,GC-MS,47543,b3-23-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:11.247079+00:00,hours,g/L,,0.11483
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,1929,GC-MS,47462,b1-22-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:03.030509+00:00,hours,g/L,,0.00498
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47179,b3-21-1,F,JBEI-17827,2% Glucose,100% unlabeled,,,1929,GC-MS,47539,b3-21-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.874983+00:00,hours,g/L,,0.05641
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47102,b1-22-2,F,JBEI-17810,2% Glucose,100% unlabeled,,,1929,GC-MS,47462,b1-22-2,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:03.077861+00:00,hours,g/L,,0.05189
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47177,b3-18-2,F,JBEI-17804,2% Glucose,100% unlabeled,,,1929,GC-MS,47537,b3-18-2,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.636970+00:00,hours,g/L,,0.15287
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47103,b1-9017-1,F,JBEI-9017,2% Glucose,100% unlabeled,,,1929,GC-MS,47465,b1-9017-1,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:03.204694+00:00,hours,g/L,,0.37402
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47178,b3-18-3,F,JBEI-17804,2% Glucose,100% unlabeled,,,1929,GC-MS,47538,b3-18-3,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:10.737232+00:00,hours,g/L,,0.15298
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47105,b1-rfp-1,F,,2% Glucose,100% unlabeled,,,1929,GC-MS,47463,b1-rfp-1,Octadecanoate (n-C18:0),EC,2017-08-31 23:04:03.126332+00:00,hours,g/L,,0.05074
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47182,b3-23-1,F,JBEI-17824,2% Glucose,100% unlabeled,,,1929,GC-MS,47542,b3-23-1,Dodecanoate (n-C12:0),EC,2017-08-31 23:04:11.143316+00:00,hours,g/L,,0.09816
47082,Ajinomoto Cycle 1,PaulOpgenorth@lbl.gov,47106,b1-rfp-2,F,,2% Glucose,100% unlabeled,,,1929,GC-MS,47464,b1-rfp-2,Tetradecanoate (n-C14:0),EC,2017-08-31 23:04:03.150911+00:00,hours,g/L,,0.0
